repetition;plant;silique;strain;state
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;1
3;3;4;GGc;1
3;3;4;GGc;1
3;3;4;GGc;1
3;3;4;GGc;1
3;3;4;GGc;1
3;3;4;GGc;1
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;1;1;GGc;0
3;1;1;GGc;1
3;1;1;GGc;1
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;2;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;0
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;3;GGc;1
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;0
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;4;GGc;1
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;0
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;1;5;GGc;1
3;2;1;GGc;0
3;2;1;GGc;0
3;2;1;GGc;0
3;2;1;GGc;0
3;2;1;GGc;0
3;2;1;GGc;0
3;2;1;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;0
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;2;GGc;1
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;0
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;3;GGc;1
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;0
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;4;GGc;1
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;0
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;2;5;GGc;1
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;0
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;1;GGc;1
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;0
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;2;GGc;1
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;0
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;3;GGc;1
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;4;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;0
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;3;5;GGc;1
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;0
3;1;1;GW;1
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;2;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;3;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;4;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;1;5;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;1;GW;0
3;2;2;GW;0
3;2;2;GW;0
3;2;2;GW;0
3;2;2;GW;0
3;2;2;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;3;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;4;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;2;5;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;1;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;2;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
3;3;3;GW;0
